Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Ganhadores_15_Numeros,Ganhadores_14_Numeros,Ganhadores_13_Numeros,Ganhadores_12_Numeros,Ganhadores_11_Numeros,Valor_Rateio_15_Numeros,Valor_Rateio_14_Numeros
1472,2/8/2017,2,3,4,5,7,8,10,12,13,14,18,21,22,23,24,2,437,17431,229795,1079571,"R$ 658.198,11","R$ 1.324,10"
1473,2/10/2017,1,4,5,7,8,9,10,12,14,16,20,22,23,24,25,1,345,14712,184903,992938,"R$ 1.805.494,62","R$ 1.610,25"
1474,2/13/2017,1,2,5,7,8,10,11,13,14,15,18,19,20,21,25,5,656,21301,211687,1090171,"R$ 268.592,66","R$ 899,86"
1475,2/15/2017,1,2,3,5,6,9,10,12,13,15,18,20,21,24,25,5,724,19115,205439,1044763,"R$ 288.501,08","R$ 875,78"
1476,2/17/2017,2,4,5,6,7,9,10,12,13,14,16,19,21,22,25,4,536,16954,181798,933603,"R$ 460.346,72","R$ 1.510,07"
1477,2/20/2017,1,2,3,4,5,6,7,10,12,15,17,18,21,22,23,3,298,9758,132157,810745,"R$ 678.046,94","R$ 2.100,30"
1478,2/22/2017,2,5,6,7,10,11,12,15,16,17,18,19,21,24,25,3,386,11341,146383,823821,"R$ 667.232,51","R$ 1.595,61"
1479,2/24/2017,2,3,5,6,9,11,13,14,15,16,17,18,20,22,23,2,430,14660,177463,905994,"R$ 884.682,47","R$ 1.808,70"
1480,3/1/2017,1,6,7,10,11,12,13,15,16,17,19,20,21,22,25,0,285,12290,135180,794419,"R$ 0,00","R$ 1.759,95"
1481,3/3/2017,2,3,5,7,8,9,11,17,18,19,20,21,23,24,25,3,502,23821,288152,1416041,"R$ 1.167.875,31","R$ 1.640,44"
1482,3/6/2017,1,2,4,5,7,8,9,10,11,12,14,15,19,23,24,2,321,13539,207626,973255,"R$ 838.156,95","R$ 1.606,82"
1483,3/8/2017,3,4,5,6,7,9,11,13,14,15,17,20,21,22,23,2,431,16004,205330,999270,"R$ 783.149,76","R$ 1.597,40"
1484,3/10/2017,1,2,3,4,6,7,9,10,12,17,18,19,21,22,25,2,319,11500,157103,880857,"R$ 1.048.630,65","R$ 2.022,92"
1485,3/13/2017,1,2,3,5,8,9,11,13,15,17,18,19,23,24,25,4,944,35996,280169,1158028,"R$ 215.931,75","R$ 402,18"
1486,3/15/2017,2,4,5,8,9,10,12,14,18,19,20,21,22,23,25,1,498,17495,204214,1023723,"R$ 1.470.685,52","R$ 1.298,10"
1487,3/17/2017,1,2,3,4,5,6,10,11,12,15,16,19,21,22,25,3,351,13869,157649,910359,"R$ 688.247,98","R$ 1.809,99"
1488,3/20/2017,1,4,5,6,10,11,12,13,16,19,20,21,23,24,25,4,600,19921,190961,999588,"R$ 387.339,06","R$ 1.135,05"
1489,3/22/2017,2,4,7,8,9,10,12,13,14,15,19,20,22,23,25,3,434,16858,207756,1039838,"R$ 480.522,59","R$ 1.460,03"
1490,3/24/2017,1,3,4,5,7,8,9,11,13,14,15,18,19,20,22,2,486,16503,198499,1062665,"R$ 756.297,48","R$ 1.368,05"
1491,3/27/2017,2,4,5,6,7,9,11,13,14,19,20,22,23,24,25,1,560,19310,201204,1016203,"R$ 1.413.132,73","R$ 1.109,20"
1492,3/29/2017,2,3,4,5,7,8,10,12,15,16,17,18,19,24,25,2,296,12094,164409,885723,"R$ 880.277,49","R$ 1.830,10"
1493,3/31/2017,2,5,8,10,11,13,14,15,16,19,20,21,23,24,25,9,853,23807,222932,1104948,"R$ 143.438,70","R$ 665,24"
1494,4/3/2017,1,2,3,4,9,10,11,12,13,15,17,19,20,22,25,3,457,16571,203250,1048683,"R$ 505.284,94","R$ 1.458,00"
1495,4/5/2017,1,2,3,4,5,8,10,12,13,14,18,22,23,24,25,3,730,21649,223757,1078738,"R$ 453.858,54","R$ 819,85"
1496,4/7/2017,2,3,6,7,9,10,11,12,13,15,17,19,20,23,25,1,594,23440,258735,1182885,"R$ 1.251.644,24","R$ 926,21"
1497,4/10/2017,1,2,5,7,11,12,13,14,15,16,17,18,19,22,23,1,220,10018,129742,818464,"R$ 1.901.422,20","R$ 2.659,33"
1498,4/12/2017,4,5,7,8,10,11,14,15,16,17,18,21,23,24,25,1,410,13857,171697,911301,"R$ 1.801.980,50","R$ 1.352,33"
1499,4/15/2017,1,2,3,4,5,7,8,12,13,14,15,18,19,23,24,2,504,14231,169365,820044,"R$ 454.316,92","R$ 792,45"
1500,4/17/2017,1,2,3,5,7,10,11,12,13,15,17,18,19,20,22,3,394,13924,177400,822864,"R$ 315.388,37","R$ 1.055,57"
1501,4/19/2017,1,6,7,8,9,10,11,13,16,17,18,21,22,24,25,2,231,8984,121404,756632,"R$ 1.089.774,04","R$ 2.903,16"
1502,4/22/2017,1,2,3,4,5,7,11,12,13,15,17,18,20,22,24,0,454,19681,165975,841016,"R$ 0,00","R$ 1.071,28"
1503,4/24/2017,1,2,3,7,12,15,16,17,18,20,21,22,23,24,25,0,290,10408,136832,840625,"R$ 0,00","R$ 2.082,89"
1504,4/26/2017,1,4,5,7,8,11,12,14,17,18,19,21,23,24,25,2,828,26035,283795,1426452,"R$ 2.703.729,54","R$ 1.241,10"
1505,4/28/2017,1,2,3,6,7,11,14,16,17,18,19,20,22,24,25,1,196,7625,114617,700630,"R$ 2.125.397,96","R$ 3.336,58"
1506,5/3/2017,3,4,5,8,9,10,13,14,17,18,19,20,21,22,24,2,633,19727,240630,1227715,"R$ 1.090.843,42","R$ 1.514,98"
1507,5/5/2017,1,2,3,4,5,8,10,11,13,14,17,19,21,23,24,6,791,22225,234971,1192800,"R$ 232.847,67","R$ 776,36"
1508,5/8/2017,1,3,7,8,9,10,11,12,14,17,19,21,22,23,24,2,458,16743,190658,983957,"R$ 766.634,29","R$ 1.471,53"
1509,5/10/2017,1,2,3,6,7,8,9,13,14,15,17,18,19,22,24,5,724,18443,204140,991548,"R$ 332.578,98","R$ 1.009,58"
1510,5/12/2017,1,3,4,7,8,9,10,11,12,13,15,18,19,22,24,4,586,21595,235256,1184036,"R$ 318.127,19","R$ 954,51"
1511,5/15/2017,2,4,5,8,9,10,11,12,13,15,19,20,21,23,24,5,660,19451,216373,1060479,"R$ 272.884,25","R$ 908,70"
1512,5/17/2017,2,3,4,6,10,11,12,13,15,16,17,19,21,22,24,1,447,13578,159040,862389,"R$ 2.007.937,94","R$ 1.382,16"
1513,5/19/2017,3,4,6,7,9,10,11,12,13,14,16,18,21,22,24,1,351,12949,155263,872250,"R$ 1.931.178,44","R$ 1.692,91"
1514,5/22/2017,3,4,5,7,8,11,12,13,15,16,17,19,20,21,24,2,421,12339,157467,922916,"R$ 858.676,00","R$ 1.793,06"
1515,5/24/2017,1,2,3,5,8,9,11,12,13,16,17,18,19,20,23,5,332,12453,160295,908667,"R$ 336.430,51","R$ 1.559,00"
1516,5/26/2017,1,2,6,7,10,11,12,14,16,18,19,20,22,23,24,3,300,11390,149439,809054,"R$ 676.080,02","R$ 2.080,25"
1517,5/29/2017,2,3,5,8,10,11,12,14,15,18,20,21,23,24,25,4,693,22740,216554,1021799,"R$ 276.609,09","R$ 701,79"
1518,5/31/2017,2,3,4,5,7,8,11,12,14,16,17,20,22,24,25,4,381,12852,157866,854588,"R$ 440.990,32","R$ 1.424,56"
1519,6/2/2017,1,4,6,8,13,14,16,17,18,20,21,22,23,24,25,4,331,12122,151372,877555,"R$ 529.678,45","R$ 1.969,52"
1520,6/5/2017,1,2,4,8,9,10,12,13,14,16,17,18,19,24,25,6,497,17287,173513,902896,"R$ 283.547,62","R$ 1.504,66"
1521,6/7/2017,1,2,3,4,5,7,8,12,14,15,17,19,20,23,24,4,530,18994,201761,1064105,"R$ 359.073,26","R$ 1.191,20"
1522,6/9/2017,1,8,9,10,11,13,14,15,16,18,19,20,21,23,24,2,346,12938,175923,1016775,"R$ 927.234,52","R$ 1.649,15"
1523,6/12/2017,3,5,6,7,9,10,12,13,14,16,18,19,21,23,25,8,903,21770,202653,959572,"R$ 182.920,06","R$ 712,33"
1524,6/14/2017,1,3,5,6,7,8,9,10,13,14,20,22,23,24,25,1,246,10070,152728,919742,"R$ 1.892.320,43","R$ 2.366,88"
1525,6/16/2017,1,2,4,5,8,10,12,14,15,18,19,20,21,22,25,3,417,14860,159281,815723,"R$ 462.573,29","R$ 1.462,79"
1526,6/19/2017,5,7,8,9,10,11,13,15,17,18,20,21,22,23,25,7,589,21243,240559,1098690,"R$ 165.114,45","R$ 862,55"
1527,6/21/2017,1,2,3,5,6,7,9,10,14,15,20,21,22,24,25,1,293,10671,154254,852408,"R$ 1.945.969,06","R$ 2.043,55"
1528,6/23/2017,1,2,4,5,6,8,9,10,17,18,20,21,23,24,25,0,246,10465,147891,856773,"R$ 0,00","R$ 2.356,61"
1529,6/26/2017,2,3,4,5,8,11,13,14,16,17,18,19,20,21,24,3,367,14577,215162,1207332,"R$ 1.476.461,28","R$ 2.133,95"
1530,6/28/2017,2,4,5,7,9,10,12,14,15,16,18,20,22,23,24,41,1719,27240,220736,960961,"R$ 34.864,17","R$ 365,51"
1531,6/30/2017,1,2,3,4,7,8,10,11,13,14,15,19,22,23,24,1,534,19757,227784,1128762,"R$ 1.371.437,50","R$ 1.128,89"
1532,7/3/2017,1,2,3,8,9,10,11,12,13,14,17,18,20,22,25,3,505,16133,197783,1011034,"R$ 579.974,79","R$ 1.514,45"
1533,7/5/2017,1,3,4,6,7,11,12,13,14,15,16,19,20,21,24,2,323,12502,166823,925155,"R$ 1.100.549,01","R$ 2.096,78"
1534,7/7/2017,1,4,5,8,9,10,11,12,13,14,16,17,19,21,24,1,357,13908,186284,1034775,"R$ 2.051.963,67","R$ 1.768,55"
1535,7/10/2017,3,4,5,7,8,12,13,15,17,18,21,22,23,24,25,5,650,19738,219185,1079157,"R$ 264.761,12","R$ 895,21"
1536,7/12/2017,1,3,5,6,7,8,9,10,11,12,13,19,20,23,25,1,388,15719,216487,1172324,"R$ 1.424.150,30","R$ 1.613,40"
1537,7/14/2017,1,2,3,4,10,11,13,14,15,17,18,20,21,22,24,1,525,18492,211518,1088193,"R$ 1.624.314,63","R$ 1.359,97"
1538,7/17/2017,2,4,5,7,8,9,10,13,14,15,17,18,19,21,23,1,684,21685,231951,1135250,"R$ 1.212.090,69","R$ 778,92"
1539,7/19/2017,1,3,4,8,11,12,13,14,16,17,18,19,20,21,25,2,245,10488,147904,902231,"R$ 1.001.752,59","R$ 2.516,18"
1540,7/21/2017,1,2,3,7,9,10,11,12,14,15,16,17,19,22,23,2,457,15649,185820,961747,"R$ 913.505,11","R$ 1.757,28"
1541,7/24/2017,2,3,4,5,7,11,13,14,15,18,19,20,21,22,25,1,323,12983,175957,1043856,"R$ 1.686.669,31","R$ 1.606,74"
1542,7/26/2017,2,3,5,7,8,10,11,13,15,16,17,20,21,22,24,17,1076,22939,210877,997019,"R$ 89.845,56","R$ 623,95"
1543,7/28/2017,1,2,6,7,8,9,12,13,15,17,19,20,23,24,25,4,440,15626,181790,981572,"R$ 453.023,02","R$ 1.810,28"
1544,7/31/2017,1,2,4,7,8,9,11,12,14,16,17,21,22,23,24,2,480,16574,167962,891221,"R$ 995.162,35","R$ 1.822,64"
1545,8/2/2017,3,5,7,8,10,11,12,15,16,17,20,22,23,24,25,2,496,16628,205397,1009896,"R$ 872.754,17","R$ 1.546,88"
1546,8/4/2017,1,3,6,7,8,10,11,14,15,18,19,20,22,24,25,1,400,15773,186784,1008447,"R$ 2.082.705,71","R$ 1.602,08"
1547,8/7/2017,1,2,5,6,8,9,10,11,13,15,17,18,19,21,25,7,691,20459,233487,1093018,"R$ 206.646,18","R$ 920,16"
1548,8/9/2017,2,3,4,9,10,11,12,14,15,17,18,20,21,22,23,3,503,17341,199393,1051216,"R$ 637.315,94","R$ 1.670,80"
1549,8/11/2017,1,2,3,4,5,7,8,10,11,13,18,20,23,24,25,5,756,24997,280620,1351401,"R$ 217.577,39","R$ 632,52"
1550,8/14/2017,3,4,5,7,8,13,14,15,16,17,20,22,23,24,25,1,731,25237,210990,1040070,"R$ 1.649.667,73","R$ 991,96"
1551,8/16/2017,1,3,5,7,8,11,13,14,15,17,19,20,22,23,25,13,1796,39496,328748,1228495,"R$ 46.572,15","R$ 148,17"
1552,8/18/2017,2,3,7,8,9,12,14,15,16,19,20,21,22,24,25,6,492,14875,178279,965407,"R$ 359.145,75","R$ 1.347,64"
1553,8/21/2017,1,2,4,8,9,11,12,13,15,17,18,19,21,22,25,10,715,17153,198753,995398,"R$ 165.935,86","R$ 1.020,12"
1554,8/23/2017,1,3,4,5,7,8,9,10,13,14,16,18,19,24,25,1,396,15241,189771,1006231,"R$ 1.672.142,44","R$ 1.856,07"
1555,8/25/2017,1,2,6,8,9,10,12,13,14,16,18,20,22,23,25,6,666,18577,192620,921506,"R$ 313.083,77","R$ 1.239,81"
1556,8/28/2017,1,2,3,5,6,8,12,15,16,17,19,21,22,23,25,2,352,14066,163895,859129,"R$ 962.407,97","R$ 1.682,53"
1557,9/7/2017,2,3,4,5,6,9,12,16,17,18,20,21,22,24,25,15,3369,133713,1704422,9530997,"R$ 5.905.591,00","R$ 2.165,59"
1558,9/11/2017,1,2,4,5,6,9,11,14,15,16,17,18,21,22,25,1,464,15432,197287,1177008,"R$ 3.196.576,25","R$ 2.119,74"
1559,9/13/2017,3,4,5,6,7,9,10,11,14,16,18,19,20,23,25,1,306,13415,183053,1038271,"R$ 2.373.187,46","R$ 2.386,31"
1560,9/15/2017,1,2,3,4,5,7,8,9,11,14,17,18,20,24,25,3,448,18121,231295,1187773,"R$ 606.249,54","R$ 1.784,48"
1561,9/18/2017,3,5,6,7,8,12,13,15,16,18,20,21,22,24,25,4,694,21578,227295,1158073,"R$ 404.250,07","R$ 1.024,16"
1562,9/20/2017,1,2,3,4,5,6,7,8,9,11,12,14,16,17,18,9,1246,21768,211804,909389,"R$ 228.232,44","R$ 724,63"
1563,9/22/2017,1,2,3,5,6,9,10,12,13,17,18,20,21,22,23,3,484,15869,203418,1106799,"R$ 661.969,53","R$ 1.803,56"
1564,9/25/2017,3,4,6,8,9,11,12,13,16,17,18,19,20,21,24,1,294,11240,157925,934325,"R$ 2.253.777,85","R$ 2.358,75"
1565,9/27/2017,1,3,6,7,8,9,10,11,12,13,15,17,18,24,25,0,302,12215,175155,1069813,"R$ 0,00","R$ 1.835,38"
1566,9/29/2017,1,2,4,5,7,8,9,13,14,15,16,19,23,24,25,4,888,27963,301603,1524881,"R$ 1.033.839,97","R$ 1.155,29"
1567,10/2/2017,2,3,5,7,9,10,11,12,14,15,17,18,19,21,24,4,1007,25132,234673,1144493,"R$ 391.745,70","R$ 683,99"
1568,10/4/2017,1,2,3,4,6,7,10,11,13,16,17,19,21,22,24,7,461,16727,186336,1001823,"R$ 328.308,66","R$ 1.533,90"
1569,10/6/2017,2,4,8,9,10,12,13,14,16,18,20,21,23,24,25,3,907,27102,264669,1182057,"R$ 574.338,06","R$ 835,02"
1570,10/9/2017,1,3,7,8,9,11,13,16,18,19,20,21,23,24,25,2,517,21036,248012,1193609,"R$ 752.980,58","R$ 1.280,38"
1571,10/11/2017,1,3,4,5,6,7,11,12,14,17,18,19,23,24,25,1,478,17195,189481,1074180,"R$ 2.007.916,93","R$ 1.846,44"
1572,10/13/2017,2,4,5,6,8,9,10,13,16,18,19,21,22,23,24,1,321,13173,162129,867866,"R$ 1.724.932,85","R$ 1.653,43"
1573,10/16/2017,2,6,7,8,10,11,12,13,14,15,16,17,18,19,23,4,334,19274,140227,852031,"R$ 538.506,71","R$ 1.984,36"
1574,10/18/2017,1,2,3,5,6,7,10,11,12,14,15,17,18,21,22,3,449,15503,184478,1006630,"R$ 649.515,16","R$ 1.335,31"
1575,10/20/2017,1,3,5,6,7,9,10,11,12,14,16,17,22,23,25,2,600,16742,189296,1017738,"R$ 1.045.394,82","R$ 1.531,71"
1576,10/23/2017,1,2,5,7,8,9,11,12,14,15,16,18,20,21,25,6,585,16834,184799,968851,"R$ 305.040,45","R$ 1.375,21"
1577,10/25/2017,3,5,6,7,9,10,11,13,15,16,17,18,19,21,24,2,568,20008,229079,1094091,"R$ 722.458,99","R$ 1.118,18"
1578,10/27/2017,4,6,8,9,10,12,13,14,16,17,18,19,21,22,24,2,452,17592,207086,992894,"R$ 971.557,19","R$ 1.889,63"
1579,10/30/2017,1,2,4,6,7,10,12,13,14,15,16,18,21,22,23,0,340,11866,157772,902522,"R$ 0,00","R$ 1.928,32"
1580,11/1/2017,3,4,7,10,11,12,13,14,15,16,18,20,22,23,25,4,571,22650,281957,1557153,"R$ 1.227.816,30","R$ 1.498,30"
1581,11/3/2017,3,4,5,6,7,8,11,12,13,16,20,21,23,24,25,2,335,11925,150589,906425,"R$ 937.755,04","R$ 1.722,63"
1582,11/6/2017,1,2,5,7,8,10,11,14,16,17,18,19,23,24,25,4,513,16435,198691,1059517,"R$ 477.072,00","R$ 1.635,10"
1583,11/8/2017,2,3,4,6,7,9,10,14,15,16,17,19,20,23,25,2,350,13874,172953,953436,"R$ 1.186.191,00","R$ 2.085,61"
1584,11/10/2017,1,2,3,5,6,11,12,14,15,16,17,19,20,24,25,0,251,11863,154520,943372,"R$ 0,00","R$ 3.016,11"
1585,11/13/2017,1,2,4,5,6,7,9,11,17,18,19,21,23,24,25,1,490,22052,295431,1499128,"R$ 5.060.374,07","R$ 1.632,64"
1586,11/16/2017,1,3,4,10,11,12,13,16,18,19,20,22,23,24,25,1,270,12005,161819,872253,"R$ 1.606.768,08","R$ 1.831,08"
1587,11/17/2017,2,3,5,7,8,11,14,15,16,17,19,20,21,22,25,5,383,12492,146160,760720,"R$ 295.750,66","R$ 1.697,13"
1588,11/20/2017,1,3,4,5,7,9,10,11,14,15,17,20,21,22,23,4,446,13786,164027,826317,"R$ 332.224,00","R$ 1.309,70"
1589,11/22/2017,1,2,3,4,6,12,13,14,15,17,18,22,23,24,25,2,559,16007,182155,981271,"R$ 922.813,85","R$ 1.451,27"
1590,11/24/2017,1,3,5,7,8,10,14,16,17,18,20,21,22,23,25,1,473,18126,199170,1044815,"R$ 1.671.789,78","R$ 1.553,59"
1591,11/27/2017,1,3,5,7,8,10,11,12,17,19,20,21,22,23,24,1,699,19845,207766,1050551,"R$ 1.499.683,86","R$ 943,06"
1592,11/29/2017,1,2,3,4,5,6,9,12,14,15,16,19,20,22,25,0,337,12177,168761,899895,"R$ 0,00","R$ 1.831,57"
1593,12/1/2017,3,4,5,7,8,9,10,11,13,14,16,17,20,22,24,3,728,23726,291218,1503688,"R$ 1.538.562,09","R$ 1.575,69"
1594,12/4/2017,1,2,4,6,8,10,11,12,13,15,16,17,19,21,25,4,956,22396,214557,1002674,"R$ 483.148,87","R$ 888,59"
1595,12/6/2017,1,2,3,4,6,7,9,10,11,13,17,18,20,22,25,3,479,18006,209603,1090782,"R$ 647.891,76","R$ 1.783,63"
1596,12/8/2017,5,8,9,10,11,12,13,15,18,19,20,21,22,23,24,4,541,18427,200824,1069938,"R$ 456.404,62","R$ 1.483,30"
1597,12/11/2017,1,2,5,6,7,8,9,13,17,18,19,20,21,22,24,4,281,11746,161569,958646,"R$ 536.293,04","R$ 2.348,95"
1598,12/13/2017,2,5,6,7,10,12,13,15,16,17,18,19,20,21,24,2,379,14366,180080,1002333,"R$ 1.036.123,18","R$ 1.682,36"
1599,12/15/2017,1,3,4,5,6,8,9,10,14,18,20,21,22,23,25,1,362,15774,208269,1086719,"R$ 1.997.372,26","R$ 1.697,72"
1600,12/18/2017,2,3,4,5,7,9,13,14,16,17,18,20,22,23,24,1,563,19729,226236,1067704,"R$ 1.622.678,22","R$ 1.266,90"
1601,12/20/2017,2,4,6,8,9,10,11,12,13,14,15,18,20,22,25,3,444,16868,201579,1053750,"R$ 621.607,05","R$ 1.846,17"
1602,12/22/2017,1,3,4,8,9,10,11,13,14,15,17,19,21,23,24,8,1028,26581,264347,1236418,"R$ 183.753,27","R$ 628,56"
1603,12/26/2017,1,2,3,4,7,9,10,13,14,16,19,20,21,23,24,5,401,13002,154599,810489,"R$ 285.580,11","R$ 1.565,20"
1604,12/27/2017,3,4,5,6,7,8,9,10,12,13,15,19,21,22,24,2,189,8914,119652,727692,"R$ 714.035,91","R$ 2.324,91"
1605,12/29/2017,2,4,5,8,9,10,11,14,16,17,18,19,21,23,25,4,409,15857,200355,1049338,"R$ 520.128,92","R$ 1.565,18"
1606,1/2/2018,1,3,5,7,8,9,10,11,14,15,19,20,22,23,25,5,509,16477,181925,872721,"R$ 210.552,21","R$ 909,13"
1607,1/3/2018,1,2,3,6,7,8,9,11,12,13,14,15,17,18,24,0,285,12289,153609,745762,"R$ 0,00","R$ 1.408,43"
1608,1/5/2018,1,2,3,5,6,9,10,14,17,18,20,21,22,23,25,5,601,28212,260342,1438396,"R$ 795.670,54","R$ 1.368,90"
1609,1/8/2018,5,6,7,8,9,11,13,14,17,18,20,21,23,24,25,2,470,17235,211658,1156345,"R$ 905.064,54","R$ 1.692,89"
1610,1/10/2018,3,6,7,9,10,11,13,14,16,17,19,20,21,22,24,6,545,18131,212670,1080628,"R$ 349.835,07","R$ 1.692,92"
1611,1/12/2018,1,3,4,6,7,8,9,10,11,12,14,15,20,22,24,1,301,13102,209937,1079967,"R$ 2.414.969,61","R$ 2.468,67"
1612,1/15/2018,2,3,4,5,7,11,12,14,15,18,21,22,23,24,25,0,384,22917,177047,1042520,"R$ 0,00","R$ 1.764,54"
1613,1/17/2018,1,2,3,4,6,8,9,10,13,14,16,17,18,19,21,5,691,24347,298220,1550596,"R$ 1.046.372,70","R$ 1.349,09"
1614,1/19/2018,1,2,3,7,9,10,12,13,14,15,16,17,19,21,23,3,611,21536,252444,1271281,"R$ 625.323,35","R$ 1.349,59"
1615,1/22/2018,1,2,4,5,6,7,9,10,11,16,17,19,20,21,25,3,443,16506,186909,1029350,"R$ 720.731,90","R$ 1.501,78"
1616,1/24/2018,1,2,4,5,8,10,11,13,14,16,17,18,22,23,24,0,515,16738,203800,1061969,"R$ 0,00","R$ 1.685,95"
1617,1/26/2018,2,5,6,7,8,9,10,12,13,14,15,20,22,23,25,1,418,18288,269017,1567862,"R$ 4.922.251,53","R$ 2.169,26"
1618,1/29/2018,1,3,4,5,8,9,10,13,14,16,17,19,20,24,25,4,499,18033,207425,1091113,"R$ 481.412,61","R$ 1.696,27"
1619,1/31/2018,4,5,7,8,10,11,13,15,16,17,18,21,22,24,25,1,475,18088,210326,1097560,"R$ 2.074.220,59","R$ 1.343,63"
1620,2/2/2018,1,2,4,7,9,10,11,12,13,14,18,20,21,24,25,4,755,23190,253914,1273424,"R$ 469.994,73","R$ 1.094,52"
1621,2/5/2018,2,3,4,6,8,9,10,13,14,18,19,21,22,23,24,7,640,22099,246460,1154697,"R$ 261.159,69","R$ 1.255,57"
1622,2/7/2018,1,2,3,4,8,9,11,16,17,18,20,22,23,24,25,1,511,14695,178526,1047774,"R$ 2.500.070,61","R$ 1.505,39"
1623,2/9/2018,1,2,3,4,6,7,8,10,11,13,14,17,19,20,24,5,625,22460,254494,1299489,"R$ 342.959,26","R$ 1.206,01"
1624,2/14/2018,1,2,6,7,8,9,11,14,15,16,17,18,20,23,24,0,247,9742,140074,866367,"R$ 0,00","R$ 2.978,34"
1625,2/16/2018,2,3,6,8,10,12,13,16,17,18,19,20,21,22,24,4,581,23223,279085,1511596,"R$ 1.359.356,69","R$ 1.613,43"
1626,2/19/2018,1,3,4,7,8,9,10,11,13,15,16,17,20,21,24,5,685,22389,242953,1183635,"R$ 338.438,06","R$ 1.085,86"
1627,2/21/2018,2,3,4,6,8,9,11,12,13,14,15,17,20,21,24,1,439,16412,206558,1150717,"R$ 2.000.192,65","R$ 1.401,92"
1628,2/23/2018,1,3,6,9,11,12,16,17,18,19,20,22,23,24,25,2,287,11056,160393,984361,"R$ 1.360.823,93","R$ 2.917,88"
1629,2/26/2018,1,2,3,5,6,7,9,10,12,14,15,18,22,24,25,4,556,19412,206924,1109022,"R$ 460.551,12","R$ 1.456,40"
1630,2/28/2018,3,5,7,8,9,10,12,13,14,15,17,20,22,23,25,4,708,29017,255008,1234141,"R$ 367.151,82","R$ 911,78"
1631,3/2/2018,2,3,4,5,9,10,11,12,14,18,19,20,22,23,25,6,623,20467,232981,1227070,"R$ 338.044,47","R$ 1.431,05"
1632,3/5/2018,4,5,8,12,13,14,15,16,18,20,21,22,23,24,25,0,389,12865,199544,1000827,"R$ 0,00","R$ 1.559,55"
1633,3/7/2018,1,2,3,5,6,7,9,10,17,18,19,20,23,24,25,3,743,23158,305156,1637844,"R$ 1.502.292,83","R$ 1.499,84"
1634,3/9/2018,3,4,5,6,7,9,10,13,14,15,19,21,22,24,25,2,478,16667,202067,1198452,"R$ 1.110.149,18","R$ 1.429,22"
1635,3/12/2018,1,3,6,7,8,12,15,16,17,19,21,22,23,24,25,2,321,13371,161392,945993,"R$ 1.227.577,26","R$ 2.353,37"
1636,3/14/2018,2,3,6,7,8,9,12,13,14,15,18,19,20,22,25,1,402,15167,206327,1117186,"R$ 1.936.005,57","R$ 1.481,83"
1637,3/16/2018,3,4,5,7,8,11,12,13,14,15,17,18,19,22,24,6,625,21485,255365,1224985,"R$ 284.259,26","R$ 1.199,51"
1638,3/19/2018,1,7,8,10,11,12,14,15,16,19,20,22,23,24,25,0,282,11917,163455,959407,"R$ 0,00","R$ 2.427,54"
1639,3/21/2018,1,3,5,6,7,8,9,10,11,14,15,19,20,22,25,6,2659,23190,291864,1649555,"R$ 822.782,50","R$ 448,29"
1640,3/23/2018,1,2,4,5,6,12,14,15,16,17,20,21,22,24,25,3,351,12802,179431,985271,"R$ 835.157,54","R$ 2.196,34"
1641,3/26/2018,3,4,5,8,9,11,12,14,16,17,19,20,21,22,25,5,415,13140,158494,914859,"R$ 455.928,26","R$ 1.690,19"
1642,3/28/2018,2,5,6,7,10,11,13,15,17,18,19,20,22,24,25,5,795,21839,229819,1107732,"R$ 307.461,14","R$ 849,98"
1643,3/31/2018,1,2,3,4,5,7,9,10,12,14,16,19,22,23,25,2,500,15499,171695,838279,"R$ 661.870,56","R$ 1.163,72"
1644,4/2/2018,2,3,4,5,6,7,8,9,11,13,15,18,22,23,24,2,318,12571,164147,929414,"R$ 692.887,47","R$ 1.340,85"
1645,4/4/2018,2,3,4,5,8,9,10,14,15,16,18,20,21,23,25,3,526,18714,220786,1099005,"R$ 614.454,25","R$ 1.540,43"
1646,4/6/2018,1,3,4,5,6,7,9,12,13,15,17,18,20,22,25,6,959,25013,249084,1234400,"R$ 292.923,84","R$ 805,57"
1647,4/9/2018,1,2,4,7,8,9,10,12,14,15,19,20,22,24,25,5,926,27970,254545,1159597,"R$ 290.384,06","R$ 689,20"
1648,4/11/2018,4,9,10,11,12,13,15,16,17,19,21,22,23,24,25,1,369,13907,195213,1005925,"R$ 2.284.989,88","R$ 1.905,35"
1649,4/13/2018,4,5,8,9,12,13,14,15,16,17,18,20,22,23,24,2,539,22331,224215,1222163,"R$ 1.040.196,59","R$ 1.696,58"
1650,4/16/2018,3,4,5,8,10,13,14,15,16,17,18,19,20,22,25,0,364,14308,201728,1138409,"R$ 0,00","R$ 1.583,01"
1651,4/18/2018,1,2,3,4,6,7,8,10,16,17,18,19,20,22,24,4,410,18842,217100,1327871,"R$ 1.386.784,84","R$ 2.757,56"
1652,4/20/2018,2,3,4,5,6,7,10,11,14,16,17,18,21,24,25,0,355,12982,164223,986224,"R$ 0,00","R$ 2.139,67"
1653,4/23/2018,2,4,5,6,7,12,14,15,17,20,21,22,23,24,25,0,516,22629,230478,1216705,"R$ 0,00","R$ 1.336,90"
